timestamp,username,login_hour,failed_logins,files_accessed,download_mb,new_ip
2026-08-04 22:04:54.343275,user01,15,2,6,77,1
2026-08-04 22:03:54.343280,user03,8,2,9,96,1
2026-08-04 22:02:54.343288,user05,17,2,9,75,0
2026-08-04 22:01:54.343294,user03,18,0,24,91,0
2026-08-04 22:00:54.343299,user04,14,0,25,56,0
2026-08-04 21:59:54.343304,user02,12,1,14,4,0
2026-08-04 21:58:54.343309,user05,14,2,12,66,0
2026-08-04 21:57:54.343314,user01,14,2,15,18,1
2026-08-04 21:56:54.343318,user05,8,0,19,43,0
2026-08-04 21:55:54.343323,user01,8,0,15,67,0
2026-08-04 21:54:54.343328,user05,9,0,27,62,1
2026-08-04 21:53:54.343332,user01,12,2,29,74,0
2026-08-04 21:52:54.343337,user02,15,2,22,60,1
2026-08-04 21:51:54.343342,user02,13,1,7,6,0
2026-08-04 21:50:54.343346,user04,15,1,24,27,0
2026-08-04 21:49:54.343351,user05,14,1,25,83,1
2026-08-04 21:48:54.343355,user01,10,0,11,96,0
2026-08-04 21:47:54.343361,user02,8,2,11,33,0
2026-08-04 21:46:54.343366,user03,12,0,12,66,1
2026-08-04 21:45:54.343370,user03,13,1,28,45,0
2026-08-04 21:44:54.343374,user04,16,1,17,86,0
2026-08-04 21:43:54.343379,user03,15,2,28,97,0
2026-08-04 21:42:54.343383,user05,11,2,7,85,1
2026-08-04 21:41:54.343391,user01,18,2,29,29,0
2026-08-04 21:40:54.343397,user02,11,0,21,50,0
2026-08-04 21:39:54.343402,user05,13,0,17,77,0
2026-08-04 21:38:54.343407,user02,15,0,18,45,0
2026-08-04 21:37:54.343412,user03,17,2,25,2,0
2026-08-04 21:36:54.343417,user04,10,0,20,100,0
2026-08-04 21:35:54.343423,user05,16,2,10,85,0
2026-08-04 21:34:54.343428,user01,10,1,9,37,0
2026-08-04 21:33:54.343432,user03,14,0,30,43,0
2026-08-04 21:32:54.343437,user01,11,1,10,41,0
2026-08-04 21:31:54.343441,user02,11,2,20,22,1
2026-08-04 21:30:54.343444,user02,18,1,25,16,0
2026-08-04 21:29:54.343448,user04,11,2,18,89,1
2026-08-04 21:28:54.343451,user01,17,1,9,77,0
2026-08-04 21:27:54.343455,user04,12,1,8,67,0
2026-08-04 21:26:54.343458,user03,14,2,24,29,1
2026-08-04 21:25:54.343463,user02,16,2,14,25,0
2026-08-04 21:24:54.343466,user04,14,2,26,52,1
2026-08-04 21:23:54.343471,user04,9,0,17,46,1
2026-08-04 21:22:54.343476,user05,15,0,22,23,0
2026-08-04 21:21:54.343481,user01,10,0,19,77,0
2026-08-04 21:20:54.343485,user01,16,0,21,45,0
2026-08-04 21:19:54.343489,user05,18,1,11,66,0
2026-08-04 21:18:54.343492,user02,8,0,17,44,0
2026-08-04 21:17:54.343495,user03,9,1,11,39,0
2026-08-04 21:16:54.343499,user02,13,2,25,67,0
2026-08-04 21:15:54.343502,user03,17,0,14,51,0
2026-08-04 21:14:54.343506,user04,11,0,25,71,0
2026-08-04 21:13:54.343602,user05,18,2,9,44,0
2026-08-04 21:12:54.343612,user04,16,2,30,71,0
2026-08-04 21:11:54.343617,user03,13,0,30,4,0
2026-08-04 21:10:54.343622,user01,13,1,28,56,0
2026-08-04 21:09:54.343626,user04,13,2,8,44,0
2026-08-04 21:08:54.343631,user03,13,1,18,4,0
2026-08-04 21:07:54.343636,user03,15,0,28,67,1
2026-08-04 21:06:54.343641,user01,15,2,17,68,0
2026-08-04 21:05:54.343645,user01,12,1,30,83,0
2026-08-04 21:04:54.343650,user01,12,1,30,20,0
2026-08-04 21:03:54.343656,user03,18,2,18,76,0
2026-08-04 21:02:54.343664,user03,12,1,14,74,0
2026-08-04 21:01:54.343669,user04,8,1,5,6,0
2026-08-04 21:00:54.343674,user04,8,0,30,76,0
2026-08-04 20:59:54.343678,user02,9,2,10,68,1
2026-08-04 20:58:54.343683,user01,18,1,14,1,0
2026-08-04 20:57:54.343687,user03,15,1,22,32,0
2026-08-04 20:56:54.343691,user03,9,1,9,67,0
2026-08-04 20:55:54.343694,user01,17,2,18,1,0
2026-08-04 20:54:54.343698,user03,8,2,25,64,0
2026-08-04 20:53:54.343702,user04,16,1,8,90,0
2026-08-04 20:52:54.343706,user04,12,2,6,69,1
2026-08-04 20:51:54.343711,user04,18,2,23,7,0
2026-08-04 20:50:54.343715,user04,11,0,18,36,1
2026-08-04 20:49:54.343720,user02,14,1,15,33,1
2026-08-04 20:48:54.343724,user02,16,1,19,63,1
2026-08-04 20:47:54.343728,user02,8,2,25,8,1
2026-08-04 20:46:54.343733,user04,8,0,9,72,0
2026-08-04 20:45:54.343738,user05,16,0,20,1,0
2026-08-04 20:44:54.343743,user02,17,1,21,45,0
2026-08-04 20:43:54.343751,user05,13,2,27,98,0
2026-08-04 20:42:54.343756,user01,18,1,29,13,1
2026-08-04 20:41:54.343761,user03,17,2,11,60,1
2026-08-04 20:40:54.343766,user01,16,0,28,49,1
2026-08-04 20:39:54.343770,user04,13,0,20,3,0
2026-08-04 20:38:54.343775,user03,13,2,9,66,0
2026-08-04 20:37:54.343780,user04,15,0,17,34,0
2026-08-04 20:36:54.343801,user01,17,1,11,51,1
2026-08-04 20:35:54.343806,user04,8,2,14,100,0
2026-08-04 20:34:54.343826,user04,12,2,18,18,1
2026-08-04 20:33:54.343832,user01,15,2,25,44,0
2026-08-04 20:32:54.343836,user02,14,1,21,90,0
2026-08-04 20:31:54.343841,user02,13,2,23,28,0
2026-08-04 20:30:54.343846,user05,9,0,25,0,1
2026-08-04 20:29:54.343850,user05,11,2,5,95,0
2026-08-04 20:28:54.343856,user03,17,2,16,50,0
2026-08-04 20:27:54.343862,user01,17,1,12,40,0
2026-08-04 20:26:54.343867,user04,13,1,9,80,1
2026-08-04 20:25:54.343872,user05,13,2,23,31,0
2026-08-04 20:24:54.343877,user01,13,2,15,90,1
2026-08-04 20:23:54.343904,user01,11,0,11,32,0
2026-08-04 20:22:54.343909,user05,12,2,8,38,0
2026-08-04 20:21:54.343914,user02,15,0,27,60,0
2026-08-04 20:20:54.343919,user05,13,2,29,4,0
2026-08-04 20:19:54.343923,user03,14,2,25,69,0
2026-08-04 20:18:54.343929,user03,12,2,24,92,1
2026-08-04 20:17:54.343935,user04,15,1,28,6,0
2026-08-04 20:16:54.343940,user02,16,0,6,89,1
2026-08-04 20:15:54.343944,user04,9,1,18,38,0
2026-08-04 20:14:54.343948,user03,10,1,26,94,0
2026-08-04 20:13:54.343953,user01,13,0,5,90,1
2026-08-04 20:12:54.343959,user01,10,2,19,40,1
2026-08-04 20:11:54.343964,user04,13,1,23,25,0
2026-08-04 20:10:54.343969,user04,14,0,6,4,0
2026-08-04 20:09:54.343974,user02,12,0,29,36,0
2026-08-04 20:08:54.343978,user03,8,2,7,56,0
2026-08-04 20:07:54.343983,user05,15,0,19,3,0
2026-08-04 20:06:54.343988,user03,8,2,9,23,0
2026-08-04 20:05:54.343992,user03,8,1,26,44,0
2026-08-04 20:04:54.343998,user02,18,2,16,25,1
2026-08-04 20:03:54.344003,user02,9,1,21,1,1
2026-08-04 20:02:54.344008,user05,14,2,28,86,1
2026-08-04 20:01:54.344012,user05,8,0,12,60,0
2026-08-04 20:00:54.344017,user04,18,2,24,47,0
2026-08-04 19:59:54.344023,user02,12,2,13,32,0
2026-08-04 19:58:54.344027,user02,17,1,24,81,0
2026-08-04 19:57:54.344032,user01,12,0,22,80,0
2026-08-04 19:56:54.344036,user05,14,2,23,52,1
2026-08-04 19:55:54.344041,user05,14,2,8,94,0
2026-08-04 19:54:54.344046,user04,15,2,28,88,0
2026-08-04 19:53:54.344052,user02,9,2,9,76,0
2026-08-04 19:52:54.344056,user05,12,0,7,63,0
2026-08-04 19:51:54.344060,user02,10,2,7,36,0
2026-08-04 19:50:54.344064,user02,14,0,9,87,1
2026-08-04 19:49:54.344069,user03,14,0,24,38,0
2026-08-04 19:48:54.344074,user03,10,2,7,100,0
2026-08-04 19:47:54.344079,user03,14,0,18,9,0
2026-08-04 19:46:54.344083,user04,8,0,13,98,0
2026-08-04 19:45:54.344087,user03,13,1,30,82,0
2026-08-04 19:44:54.344094,user05,16,1,16,74,1
2026-08-04 19:43:54.344099,user02,11,1,5,72,0
2026-08-04 19:42:54.344104,user03,15,2,30,93,0
2026-08-04 19:41:54.344108,user03,18,0,18,45,0
2026-08-04 19:40:54.344112,user02,9,1,6,10,1
2026-08-04 19:39:54.344116,user05,17,0,27,23,0
2026-08-04 19:38:54.344121,user03,17,0,10,38,1
2026-08-04 19:37:54.344126,user02,16,1,12,55,1
2026-08-04 19:36:54.344130,user05,12,0,18,1,0
2026-08-04 19:35:54.344136,user03,8,2,9,12,0
2026-08-04 19:34:54.344140,user04,14,2,6,38,0
2026-08-04 19:33:54.344146,user04,17,2,10,44,0
2026-08-04 19:32:54.344151,user02,16,0,27,27,0
2026-08-04 19:31:54.344158,user02,15,1,20,58,0
2026-08-04 19:30:54.344163,user01,18,2,16,3,0
2026-08-04 19:29:54.344168,user03,18,2,21,46,0
2026-08-04 19:28:54.344173,user04,12,0,6,98,0
2026-08-04 19:27:54.344178,user04,18,1,23,33,1
2026-08-04 19:26:54.344183,user03,11,2,17,29,0
2026-08-04 19:25:54.344190,user04,13,0,20,68,0
2026-08-04 19:24:54.344194,user04,8,0,29,23,1
2026-08-04 19:23:54.344199,user01,16,1,18,66,1
2026-08-04 19:22:54.344204,user03,17,0,30,49,0
2026-08-04 19:21:54.344209,user05,14,0,29,15,1
2026-08-04 19:20:54.344214,user04,9,2,18,75,0
2026-08-04 19:19:54.344219,user02,10,1,8,59,0
2026-08-04 19:18:54.344224,user04,11,0,27,99,0
2026-08-04 19:17:54.344228,user01,12,2,28,98,0
2026-08-04 19:16:54.344232,user04,16,2,14,10,0
2026-08-04 19:15:54.344237,user03,9,0,9,78,0
2026-08-04 19:14:54.344245,user03,15,1,11,31,0
2026-08-04 19:13:54.344250,user03,18,0,10,60,0
2026-08-04 19:12:54.344255,user04,8,2,6,9,0
2026-08-04 19:11:54.344260,user03,8,0,30,51,0
2026-08-04 19:10:54.344264,user02,10,2,7,95,0
2026-08-04 19:09:54.344269,user02,15,2,9,35,0
2026-08-04 19:08:54.344274,user01,14,2,30,66,1
2026-08-04 19:07:54.344279,user04,9,0,12,91,0
2026-08-04 19:06:54.344284,user05,10,1,28,29,0
2026-08-04 19:05:54.344290,user01,11,0,9,39,0
2026-08-04 19:04:54.344295,user05,18,1,21,63,0
2026-08-04 19:03:54.344300,user05,18,0,15,10,0
2026-08-04 19:02:54.344305,user04,18,1,18,8,0
2026-08-04 19:01:54.344310,user02,9,0,13,6,0
2026-08-04 19:00:54.344315,user04,18,0,9,11,0
2026-08-04 18:59:54.344322,user02,13,0,8,38,1
2026-08-04 18:58:54.344326,user03,8,0,21,66,0
2026-08-04 18:57:54.344331,user05,18,1,14,22,0
2026-08-04 18:56:54.344336,user03,12,0,29,78,1
2026-08-04 18:55:54.344341,user03,13,0,22,1,0
2026-08-04 18:54:54.344345,user02,17,1,14,86,0
2026-08-04 18:53:54.344350,user02,12,2,5,68,1
2026-08-04 18:52:54.344354,user04,14,1,18,74,1
2026-08-04 18:51:54.344359,user03,17,2,16,54,1
2026-08-04 18:50:54.344365,user04,17,2,23,65,1
2026-08-04 18:49:54.344370,user02,12,1,12,98,0
2026-08-04 18:48:54.344375,user05,18,1,8,55,0
2026-08-04 18:47:54.344380,user05,11,1,6,89,0
2026-08-04 18:46:54.344385,user01,13,0,18,26,0
2026-08-04 18:45:54.344391,user05,18,1,8,7,0
2026-08-04 18:44:54.344397,user05,10,2,29,75,0
2026-08-04 18:43:54.344401,user03,14,2,21,59,0
2026-08-04 18:42:54.344406,user03,18,2,11,72,0
2026-08-04 18:41:54.344412,user02,11,0,12,69,0
2026-08-04 18:40:54.344417,user05,15,2,20,50,0
2026-08-04 18:39:54.344422,user05,17,0,6,83,1
2026-08-04 18:38:54.344426,user01,14,1,11,34,0
2026-08-04 18:37:54.344431,user01,13,0,20,90,0
2026-08-04 18:36:54.344436,user01,13,0,24,80,0
2026-08-04 18:35:54.344441,user02,9,2,5,15,0
2026-08-04 18:34:54.344445,user01,18,1,24,53,0
2026-08-04 18:33:54.344450,user03,9,2,12,86,0
2026-08-04 18:32:54.344454,user05,9,1,23,87,0
2026-08-04 18:31:54.344458,user05,18,1,27,41,0
2026-08-04 18:30:54.344463,user05,12,0,12,55,0
2026-08-04 18:29:54.344468,user05,14,2,16,37,0
2026-08-04 18:28:54.344472,user01,11,0,8,18,0
2026-08-04 18:27:54.344477,user04,10,0,11,21,0
2026-08-04 18:26:54.344484,user03,17,0,16,96,0
2026-08-04 18:25:54.344487,user04,17,1,30,81,0
2026-08-04 18:24:54.344492,user04,15,0,21,54,1
2026-08-04 18:23:54.344499,user03,11,0,17,80,0
2026-08-04 18:22:54.344504,user05,13,0,13,29,1
2026-08-04 18:21:54.344508,user01,14,1,21,57,0
2026-08-04 18:20:54.344512,user01,15,0,7,77,1
2026-08-04 18:19:54.344516,user01,17,2,18,49,1
2026-08-04 18:18:54.344520,user03,17,2,21,25,1
2026-08-04 18:17:54.344524,user04,16,2,13,89,0
2026-08-04 18:16:54.344529,user01,10,1,14,44,0
2026-08-04 18:15:54.344533,user04,13,1,17,67,1
2026-08-04 18:14:54.344538,user05,9,2,12,35,0
2026-08-04 18:13:54.344543,user03,14,0,16,95,0
2026-08-04 18:12:54.344547,user05,17,0,9,13,1
2026-08-04 18:11:54.344551,user04,10,0,15,21,0
2026-08-04 18:10:54.344557,user01,10,1,29,35,0
2026-08-04 18:09:54.344560,user03,13,0,30,13,0
2026-08-04 18:08:54.344564,user05,11,0,23,12,1
2026-08-04 18:07:54.344570,user03,8,2,8,87,0
2026-08-04 18:06:54.344574,user02,14,2,24,32,1
2026-08-04 18:05:54.344578,user04,10,2,21,92,0
2026-08-04 18:04:54.344583,user03,13,1,16,1,0
2026-08-04 18:03:54.344588,user02,8,2,28,79,1
2026-08-04 18:02:54.344593,user01,17,0,21,43,0
2026-08-04 18:01:54.344597,user03,15,1,13,4,1
2026-08-04 18:00:54.344601,user02,12,0,10,74,1
2026-08-04 17:59:54.344606,user01,16,1,27,48,1
2026-08-04 17:58:54.344610,user01,16,1,12,61,1
2026-08-04 17:57:54.344615,user02,8,1,11,69,0
2026-08-04 17:56:54.344619,user05,13,1,26,13,0
2026-08-04 17:55:54.344623,user03,16,2,20,59,0
2026-08-04 17:54:54.344628,user03,11,2,22,49,0
2026-08-04 17:53:54.344632,user05,14,2,29,75,0
2026-08-04 17:52:54.344636,user02,17,2,9,41,1
2026-08-04 17:51:54.344640,user01,8,1,10,93,0
2026-08-04 17:50:54.344644,user05,12,1,20,31,1
2026-08-04 17:49:54.344649,user04,9,2,5,16,0
2026-08-04 17:48:54.344654,user03,10,0,5,66,1
2026-08-04 17:47:54.344660,user01,8,0,11,84,0
2026-08-04 17:46:54.344665,user02,13,1,29,80,0
2026-08-04 17:45:54.344669,user05,11,0,25,13,0
2026-08-04 17:44:54.344674,user02,18,2,9,19,0
2026-08-04 17:43:54.344679,user01,15,2,12,64,0
2026-08-04 17:42:54.344683,user01,10,2,27,58,1
2026-08-04 17:41:54.344688,user04,16,0,24,66,0
2026-08-04 17:40:54.344692,user01,18,0,8,42,0
2026-08-04 17:39:54.344697,user03,18,0,21,89,0
2026-08-04 17:38:54.344702,user01,8,0,13,15,1
2026-08-04 17:37:54.344707,user01,8,1,19,0,0
2026-08-04 17:36:54.344711,user01,12,0,26,45,0
2026-08-04 17:35:54.344716,user01,11,1,15,33,0
2026-08-04 17:34:54.344721,user03,18,2,7,28,0
2026-08-04 17:33:54.344725,user01,17,0,11,100,0
2026-08-04 17:32:54.344730,user03,18,1,10,34,0
2026-08-04 17:31:54.344734,user03,14,2,18,84,1
2026-08-04 17:30:54.344739,user05,12,2,29,90,1
2026-08-04 17:29:54.344743,user04,15,2,27,72,1
2026-08-04 17:28:54.344750,user04,11,1,8,24,0
2026-08-04 17:27:54.344755,user05,10,1,5,39,1
2026-08-04 17:26:54.344761,user03,13,0,27,18,1
2026-08-04 17:25:54.344766,user04,14,2,24,66,1
2026-08-04 17:24:54.344771,user05,13,1,26,95,1
2026-08-04 17:23:54.344775,user04,12,2,9,40,0
2026-08-04 17:22:54.344780,user04,8,1,22,56,0
2026-08-04 17:21:54.344785,user05,17,1,14,47,0
2026-08-04 17:20:54.344790,user01,14,2,25,92,1
2026-08-04 17:19:54.344794,user01,14,1,19,44,0
2026-08-04 17:18:54.344799,user01,11,2,10,62,1
2026-08-04 17:17:54.344804,user03,13,0,30,9,0
2026-08-04 17:16:54.344809,user03,18,0,16,18,0
2026-08-04 17:15:54.344813,user03,14,2,28,31,0
2026-08-04 17:14:54.344818,user03,8,0,29,41,0
2026-08-04 17:13:54.344822,user04,16,2,21,96,0
2026-08-04 17:12:54.344827,user05,18,0,6,47,0
2026-08-04 17:11:54.344832,user03,17,0,30,40,1
2026-08-04 17:10:54.344836,user01,10,2,13,23,0
2026-08-04 17:09:54.344841,user01,8,0,14,41,0
2026-08-04 17:08:54.344848,user05,9,0,19,10,0
2026-08-04 17:07:54.344853,user01,11,0,7,93,0
2026-08-04 17:06:54.344859,user05,18,1,22,15,0
2026-08-04 17:05:54.344863,user03,10,1,14,32,0
2026-08-04 17:04:54.344868,user01,14,2,13,38,1
2026-08-04 17:03:54.344873,user01,8,2,18,37,0
2026-08-04 17:02:54.344877,user03,13,2,26,71,0
2026-08-04 17:01:54.344881,user02,15,0,30,23,1
2026-08-04 17:00:54.344887,user04,18,1,16,53,0
2026-08-04 16:59:54.344893,user01,13,0,30,38,0
2026-08-04 16:58:54.344898,user04,13,1,18,87,0
2026-08-04 16:57:54.344902,user02,10,2,26,46,0
2026-08-04 16:56:54.344906,user01,8,0,23,41,1
2026-08-04 16:55:54.344912,user05,15,1,7,51,0
2026-08-04 16:54:54.344917,user05,10,2,7,88,0
2026-08-04 16:53:54.344922,user02,16,1,28,96,0
2026-08-04 16:52:54.344926,user05,17,2,8,85,0
2026-08-04 16:51:54.344930,user01,16,0,9,84,0
2026-08-04 16:50:54.344935,user02,18,1,20,15,1
2026-08-04 16:49:54.344941,user01,9,1,15,84,0
2026-08-04 16:48:54.344946,user02,14,1,6,38,0
2026-08-04 16:47:54.344951,user03,9,1,24,71,1
2026-08-04 16:46:54.344956,user03,18,0,30,39,0
2026-08-04 16:45:54.344960,user04,10,1,20,68,0
2026-08-04 16:44:54.344964,user05,13,2,19,76,0
2026-08-04 16:43:54.344969,user05,15,1,20,68,0
2026-08-04 16:42:54.344973,user01,15,0,12,61,0
2026-08-04 16:41:54.344978,user04,8,1,23,23,1
2026-08-04 16:40:54.344982,user02,8,0,13,88,1
2026-08-04 16:39:54.344987,user02,11,1,11,11,0
2026-08-04 16:38:54.344991,user03,13,1,19,10,0
2026-08-04 16:37:54.344995,user01,15,1,20,86,0
2026-08-04 16:36:54.344999,user03,18,1,6,75,0
2026-08-04 16:35:54.345004,user04,9,1,9,32,0
2026-08-04 16:34:54.345008,user04,12,2,26,77,0
2026-08-04 16:33:54.345013,user05,11,0,17,20,0
2026-08-04 16:32:54.345017,user04,9,0,13,93,0
2026-08-04 16:31:54.345022,user01,11,1,22,20,0
2026-08-04 16:30:54.345027,user04,18,1,25,56,0
2026-08-04 16:29:54.345033,user01,15,1,21,13,0
2026-08-04 16:28:54.345039,user05,10,1,10,40,0
2026-08-04 16:27:54.345043,user03,17,2,7,17,0
2026-08-04 16:26:54.345048,user05,9,0,9,48,1
2026-08-04 16:25:54.345053,user01,8,0,9,57,0
2026-08-04 16:24:54.345058,user02,9,1,16,82,0
2026-08-04 16:23:54.345062,user02,13,0,11,62,0
2026-08-04 16:22:54.345066,user03,17,0,20,59,1
2026-08-04 16:21:54.345071,user01,14,1,27,58,0
2026-08-04 16:20:54.345076,user02,9,2,5,28,0
2026-08-04 16:19:54.345081,user01,18,1,24,34,0
2026-08-04 16:18:54.345085,user05,12,0,6,100,1
2026-08-04 16:17:54.345090,user05,16,1,22,77,1
2026-08-04 16:16:54.345094,user03,17,2,29,76,0
2026-08-04 16:15:54.345099,user03,8,2,26,40,0
2026-08-04 16:14:54.345103,user04,15,1,25,20,0
2026-08-04 16:13:54.345108,user02,17,1,23,51,0
2026-08-04 16:12:54.345112,user04,8,2,9,24,0
2026-08-04 16:11:54.345119,user05,10,1,25,25,0
2026-08-04 16:10:54.345126,user01,14,1,20,86,0
2026-08-04 16:09:54.345131,user02,9,2,25,26,0
2026-08-04 16:08:54.345135,user01,18,0,10,12,1
2026-08-04 16:07:54.345139,user05,9,0,24,20,0
2026-08-04 16:06:54.345144,user04,14,0,8,17,0
2026-08-04 16:05:54.345149,user01,12,0,28,40,0
2026-08-04 16:04:54.345154,user04,14,1,29,51,0
2026-08-04 16:03:54.345158,user04,17,0,23,58,0
2026-08-04 16:02:54.345164,user05,17,1,8,16,0
2026-08-04 16:01:54.345170,user04,9,0,22,78,0
2026-08-04 16:00:54.345175,user04,17,2,24,62,0
2026-08-04 15:59:54.345178,user02,17,1,29,79,0
2026-08-04 15:58:54.345182,user03,17,0,6,41,0
2026-08-04 15:57:54.345186,user03,9,2,19,30,0
2026-08-04 15:56:54.345190,user04,17,1,10,80,0
2026-08-04 15:55:54.345194,user03,13,1,7,93,0
2026-08-04 15:54:54.345198,user02,11,2,14,2,1
2026-08-04 15:53:54.345201,user01,11,2,22,55,0
2026-08-04 15:52:54.345204,user01,10,1,5,73,0
2026-08-04 15:51:54.345208,user04,9,1,25,85,0
2026-08-04 15:50:54.345228,user03,10,2,10,20,0
2026-08-04 15:49:54.345232,user04,16,1,7,60,0
2026-08-04 15:48:54.345236,user02,14,1,9,22,0
2026-08-04 15:47:54.345240,user05,11,0,7,36,0
2026-08-04 15:46:54.345244,user02,9,2,7,81,0
2026-08-04 15:45:54.345248,user02,11,0,6,98,0
2026-08-04 15:44:54.345253,user03,15,0,20,47,0
2026-08-04 15:43:54.345257,user02,12,0,11,76,1
2026-08-04 15:42:54.345263,user03,17,2,7,40,0
2026-08-04 15:41:54.345268,user03,8,0,29,30,0
2026-08-04 15:40:54.345272,user05,12,0,7,96,0
2026-08-04 15:39:54.345277,user02,12,1,29,49,0
2026-08-04 15:38:54.345282,user05,17,2,17,57,1
2026-08-04 15:37:54.345286,user03,18,1,17,99,1
2026-08-04 15:36:54.345291,user03,15,2,18,34,0
2026-08-04 15:35:54.345295,user01,10,1,8,38,0
2026-08-04 15:34:54.345300,user01,8,0,28,39,1
2026-08-04 15:33:54.345304,user03,12,0,14,47,0
2026-08-04 15:32:54.345309,user05,18,1,26,58,1
2026-08-04 15:31:54.345315,user03,11,1,16,88,0
2026-08-04 15:30:54.345320,user05,18,2,29,78,1
2026-08-04 15:29:54.345325,user01,16,0,6,6,0
2026-08-04 15:28:54.345329,user01,10,2,27,36,1
2026-08-04 15:27:54.345333,user03,15,0,14,22,0
2026-08-04 15:26:54.345338,user05,11,2,17,29,1
2026-08-04 15:25:54.345343,user04,9,1,7,49,0
2026-08-04 15:24:54.345347,user01,9,0,28,58,0
2026-08-04 15:23:54.345352,user03,15,1,5,45,0
2026-08-04 15:22:54.345356,user01,15,1,5,91,0
2026-08-04 15:21:54.345361,user03,18,2,28,5,0
2026-08-04 15:20:54.345364,user02,18,1,8,26,1
2026-08-04 15:19:54.345368,user02,16,1,10,46,0
2026-08-04 15:18:54.345372,user04,8,2,22,17,0
2026-08-04 15:17:54.345376,user05,17,1,18,52,0
2026-08-04 15:16:54.345381,user02,9,1,23,64,0
2026-08-04 15:15:54.345388,user02,18,0,27,77,1
2026-08-04 15:14:54.345392,user05,8,0,22,3,0
2026-08-04 15:13:54.345397,user03,13,1,6,8,0
2026-08-04 15:12:54.345401,user02,12,0,22,92,1
2026-08-04 15:11:54.345407,user05,13,1,5,37,0
2026-08-04 15:10:54.345411,user05,18,2,18,33,0
2026-08-04 15:09:54.345416,user03,18,2,27,49,0
2026-08-04 15:08:54.345420,user03,9,2,23,31,0
2026-08-04 15:07:54.345425,user03,10,1,10,2,0
2026-08-04 15:06:54.345430,user01,15,2,11,12,1
2026-08-04 15:05:54.345434,user05,11,2,7,34,1
2026-08-04 15:04:54.345439,user01,18,2,21,19,0
2026-08-04 15:03:54.345443,user03,11,1,17,65,0
2026-08-04 15:02:54.345448,user04,18,0,24,63,1
2026-08-04 15:01:54.345452,user03,14,0,17,28,0
2026-08-04 15:00:54.345457,user02,9,2,21,32,0
2026-08-04 14:59:54.345464,user01,10,0,13,38,0
2026-08-04 14:58:54.345469,user04,9,1,20,5,0
2026-08-04 14:57:54.345473,user05,8,1,24,12,0
2026-08-04 14:56:54.345478,user05,12,0,26,50,0
2026-08-04 14:55:54.345483,user05,16,0,6,9,1
2026-08-04 14:54:54.345487,user04,17,0,14,4,0
2026-08-04 14:53:54.345491,user01,9,0,8,81,0
